id,image_id,question,relevant_articles,question_type,choices,answer,file_name
train_338,train_6_36,"Người lái xe VinFast Fadil màu đỏ (xe chạy bằng xăng) trong ảnh đã vi phạm phạm luật, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B3'}]",Yes/No,,Đúng,train_6_36.jpg
train_339,train_6_20,"Khi gặp biển báo như trong ảnh, người điều khiển phương tiện không cần phải nhường đường cho xe đang đi đến từ phía bên trái, đúng hay sai?","[{'law_id': '36/2024/QH15', 'article_id': '22.0'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.6'}]",Yes/No,,Sai,train_6_20.jpg
train_340,train_6_43,Người lái xe cần hiểu đoạn đường phía trước như thế nào qua biển báo ở trên hình?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Multiple choice,"{'A': 'Bắt đầu đường cao tốc.', 'B': 'Kết thúc đường cao tốc.', 'C': 'Bắt đầu đường ưu tiên.', 'D': 'Hết đoạn đường ưu tiên.'}",A,train_6_43.jpg
train_341,train_6_44,Khi gặp phải tín hiệu đèn giao thông như trong ảnh thì người điểu khiển xe phải và được làm gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '6'}]",Multiple choice,"{'A': 'Phải dừng lại trước vạch kẻ đường.', 'B': 'Phải dừng lại trước vạch dừng trừ trường hợp đang đi trên vạch dừng\nhoặc đã đi qua vạch dừng thì được đi tiếp.', 'C': 'A và B.', 'D': 'Được đi.'}",D,train_6_44.jpg
train_342,train_6_37,Biển chỉ dẫn trong ảnh yêu cầu người điều khiển phương tiện muốn rẽ phải vào đường Mai Chí Thọ phải thực hiện hành vi nào sau đây?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': 'Rẽ phải, chạy thẳng thêm 30m rồi rẽ trái.', 'B': 'Chạy thẳng 30m rồi mới rẽ phải.', 'C': 'quay đầu, chạy thẳng 30m, sau đó rẽ phải.', 'D': 'Chạy thẳng 30m.'}",A,train_6_37.jpg
train_343,train_6_8,"Hôm nay là 14/6, bạn có được phép đỗ xe bê làn đường có biển báo trong ảnh không?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Multiple choice,"{'A': 'Được – vì biển không cấm đỗ ngày hôm đó.', 'B': 'Được nếu xe ưu tiên (cứu hỏa, quân đội…)', 'C': 'Không được – vì 14 là ngày chẵn, biển cấm đỗ đang có hiệu lực.', 'D': 'Cả B và C.'}",D,train_6_8.jpg
train_344,train_6_24,"Khi gặp biển báo này, người lái xe cần làm gì?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.5'}]",Multiple choice,"{'A': 'Bấm còi để cảnh báo phương tiện khác.', 'B': 'Tăng tốc để nhanh chóng vượt qua ngã ba.', 'C': 'Giảm tốc độ, quan sát và nhường đường theo quy tắc giao thông.', 'D': 'Rẽ trái hoặc phải ngay khi thấy biển báo.'}",C,train_6_24.jpg
train_345,train_6_46,"Bạn đang lái xe trên đoạn đường thấy liên tiếp các biển trên ảnh. Khi quan sát những biển báo này, bạn phải hiểu và thực hiện điều gì là đúng nhất theo quy định Việt Nam?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.25'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.1'}]",Multiple choice,"{'A': 'Giữ tốc độ không vượt quá 50\u202fkm/h, cấm vượt trong 300\u202fm đầu, cấm dừng/đỗ đến khi gặp biển “Hết cấm” hoặc giao nhau.', 'B': 'Sau 300\u202fm, được phép vượt nhưng vẫn không được dừng/đỗ cho đến khi gặp biển “Hết cấm”.', 'C': 'Cấm vượt và cấm dừng/đỗ chỉ hiệu lực trong 300\u202fm, sau đó cả hai được phép nếu không thấy biển “Hết cấm”.', 'D': 'Ngay khi thấy biển “Cấm dừng/đỗ”, tốc độ được nâng lên lại 60\u202fkm/h, còn biển cấm vượt vẫn hiệu lực.'}",A,train_6_46.jpg
train_346,train_6_28,Bạn lái xe đến đoạn cầu trên ảnh  và không thấy biển phụ hay biển báo hiệu kết thúc cấm vượt nào. Khi nào bạn được phép vượt xe theo đúng quy định hiện hành?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.25'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.33'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.35'}]",Multiple choice,"{'A': 'Ngay khi rời khỏi đoạn cầu hoặc hầm mà không thấy bóng cầu hoặc hầm, bạn có thể vượt nếu đường trống.', 'B': 'Chỉ được phép vượt khi gặp biển “Hết cấm vượt” hoặc biển “Hết tất cả lệnh cấm”', 'C': 'Sau khoảng cách tối thiểu 100\u202fm từ biển thì điều kiện cấm vượt tự động hết.', 'D': 'Chỉ ô tô tải nhẹ mới được phép vượt, còn xe khách và xe con vẫn bị cấm.'}",B,train_6_28.jpg
train_347,train_6_41,"Quan sát hình ảnh đường cao tốc, biển báo hiệu và các phương tiện đang lưu thông, hãy xác định tình huống nào sau đây có khả năng cao nhất dẫn đến vi phạm luật giao thông đường bộ Việt Nam và giải thích căn cứ pháp lý?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}]",Multiple choice,"{'A': 'Một phương tiện bất kỳ dừng lại trên làn đường khẩn cấp để nghe điện thoại.', 'B': 'Xe con màu đen ở làn ngoài cùng bên phải đang di chuyển chậm hơn xe tải ở làn giữa.', 'C': 'Xe con màu đen ở làn giữa đang duy trì tốc độ 80 km/h.', 'D': 'Xe tải màu vàng đang chạy ở làn ngoài cùng bên trái với tốc độ 70 km/h.'}",A,train_6_41.jpg
train_348,train_6_11,Người lái xe mà thấy biển báo trong ảnh nếu muốn đến Cầu Biêu thì phải đi hướng nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': 'Đi thẳng.', 'B': 'Rẽ phải.', 'C': 'Quay lại.', 'D': 'Rẽ trái.'}",B,train_6_11.jpg
train_349,train_6_21,"Người lái xe mà thấy biển báo trong ảnh nếu muốn đến Khách Sạn Cầu Giấy (Cau Giay Hotel) thì phải rẽ phải, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Yes/No,,Sai,train_6_21.jpg
train_350,train_6_45,"Vào hai giờ chiều, xe 3 bánh có thể đi vào đoạn đường trong ảnh với tốc độ tối đa 40 km/h và không được đỗ xe, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.11'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Đúng,train_6_45.jpg
train_351,train_6_47,"Tại sao xe tải trong ảnh được dừng đỗ trên đoạn đường có gắn biển ""Cấm dừng xe và đỗ xe"" như trên ảnh?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.1'}]",Multiple choice,"{'A': 'Vì biển ""Cấm dừng xe và đỗ xe"" chỉ được áp dụng trong 300m tiếp theo theo như biển phụ.', 'B': 'Vì xe tải đó là xe ưu tiên (để  làm nhiệm vụ bảo trì, duy tu đường bộ) nên được dừng, đỗ trên đoạn đường dù có biển ""Cấm dừng xe và đỗ xe"".', 'C': 'Vì nếu xe chỉ dừng lại trong một thời gian ngắn thì không bị phạt.', 'D': 'Vì xe đã đi vào làn đường phụ nên có thể dừng dù có biển ""Cấm dừng xe và đỗ xe"".'}",B,train_6_47.jpg
train_352,train_6_42,Sau khi một người lái xe đi qua biển báo như trên ảnh thì tình huống nào sau đây là hợp pháp?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}]",Multiple choice,"{'A': 'Người lái xe đang gấp và đi nhanh hơn với tốc độ 95 km/h.', 'B': 'Người lái xe mới tập lái nên duy trì tốc độ từ tốn là 50 km/h', 'C': 'Người lái xe duy trì tốc độ ổn định với tốc độ 85 km/h.', 'D': 'Người lái xe có điện thoại nên tấp về bên phải để dừng xe lại.'}",C,train_6_42.jpg
train_353,train_6_29,Người tham gia giao thông đi phương tiện nào không được đi vào đường vào cao tốc?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.12'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.4'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.10'}]",Multiple choice,"{'A': 'Xe đạp.', 'B': 'Người đi bộ.', 'C': 'Các loại xe máy.', 'D': 'Tất cả phương án trên.'}",D,train_6_29.jpg
train_354,train_6_15,Biển báo trong ảnh thông báo điều gì sau đây?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}]",Multiple choice,"{'A': 'Tốc độ tối đa trên đoạn đường kế tiếp là 100 km/h.', 'B': 'Tốc độ tối thiểu trên đoạn đường tiếp theo là 60 km/h', 'C': 'Đoạn đường trước mắt là đường cao tốc.', 'D': 'Tất cả đáp án trên.'}",D,train_6_15.jpg
train_355,train_6_39,Xe tải có khối lượng chuyên chở lớn hơn hoặc bằng 5 tấn thì có thể đi trên đoạn đường trên ảnh trong khoảng thời gian nào sau đây?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Multiple choice,"{'A': '5:00 - 8:00', 'B': '23:00 - 5:00', 'C': '19:00 - 23:00', 'D': '7:00 - 20:00'}",B,train_6_39.jpg
train_356,train_6_12,Xe nào được không được phép rẽ trái trong đoạn đường trên ảnh?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.23'}]",Multiple choice,"{'A': 'Tất cả các loại xe (cơ giới và thô sơ) trừ các xe được ưu tiên theo quy định.', 'B': 'Các loại xe 3 bánh.', 'C': 'Các loại xe thô sơ 4 bánh.', 'D': 'Tất cả các loại xe (cơ giới và thô sơ) trong khoản thời gian 6:00 - 8:00 và 16:00 - 18:00..'}",A,train_6_12.jpg
train_357,train_6_7,Xe nào không được phép đi bên trái dải phân cách?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.4'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.11'}]",Multiple choice,"{'A': 'Xe máy và các loại xe 2 bánh.', 'B': 'Xe 3 bánh.', 'C': 'A và B.', 'D': 'Các loại xe thô sơ 4 bánh.'}",C,train_6_7.jpg
train_358,train_6_38,"Người lái xe trên đoạn đường trên ảnh muốn rẽ phải vào đường Ký Con thì có thể đi trên bất kỳ làn đường nào rồi rẽ phải khi đến nút giao, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Yes/No,,Sai,train_6_38.jpg
train_359,train_6_40,"Tốc độ tối đa và tối thiểu trên đoạn đường cao tốc trong ảnh lần lượt là 120 km/h và 60 km/h, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}]",Yes/No,,Sai,train_6_40.jpg
train_360,train_6_48,Người đi trên làn đường này bắt buộc phải rẽ phải đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.1a'}]",Yes/No,,Đúng,train_6_48.jpg
train_361,train_6_18,Vị trí ở bên trái tấm biển màu xanh nước biển là vị trí gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.36'}]",Multiple choice,"{'A': 'Khu vực đỗ xe tải để nhận và trả hàng hoá.', 'B': 'Chỗ dừng đỗ xe buýt cho khách lên xuống.', 'C': 'Chỗ dừng đỗ xe điện cho khách lên xuống.', 'D': 'Nơi đặt trạm cảnh sát giao thông.'}",B,train_6_18.jpg
train_362,train_6_30,Biển báo trong ảnh là gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.35'}]",Multiple choice,"{'A': 'Hết tất cả các lệnh cấm.', 'B': 'Đường cấm.', 'C': 'Cấm dừng xe và đỗ xe.', 'D': 'Không đáp án nào đúng.'}",A,train_6_30.jpg
train_363,train_6_3,Trạm đừng nghỉ trong ảnh có mấy dịch vụ theo biển báo?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}]",Multiple choice,"{'A': 3, 'B': 2, 'C': 4, 'D': 5}",C,train_6_3.jpg
train_364,train_6_22,Biển cảnh báo trong ảnh báo hiệu điều gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.24'}]",Multiple choice,"{'A': 'Trẻ em.', 'B': 'Đường dành cho người đi xe đạp cắt ngang.', 'C': 'Đường dành cho người đi bộ cắt ngang.', 'D': 'Giao nhau với đường hai chiều.'}",C,train_6_22.jpg
train_365,train_6_34,Xe máy đi trên đoạn đường trên ảnh ở làn dường bên phải được đi tốc độ tối đa bao nhiêu?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}]",Multiple choice,"{'A': '70 km/h.', 'B': 'Không giới hạn tốc độ.', 'C': '90 km/h.', 'D': '50 km/h'}",D,train_6_34.jpg
train_366,train_6_1,Tốc độ tối đa trên đoạn đường cao tốc trong ảnh?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '46'}]",Multiple choice,"{'A': '100 km/h.', 'B': '120 km/h.', 'C': '90 km/h.', 'D': '60 km/h.'}",A,train_6_1.jpg
train_367,train_6_26,"Trong khoảng thời gian từ 4:00 đến 22:00, Xe tải có khối lượng chuyên chở từ 2 tấn đến 5 tấn được đi trên đoạn đường trên ảnh lúc trong khoảng thời gian nào?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Multiple choice,"{'A': '8:00 - 11:00', 'B': '8:00 - 16:00', 'C': '13:00 - 16:00', 'D': 'A và C.'}",D,train_6_26.jpg
train_368,train_6_32,"Biển báo trong ảnh là biển báo cảnh báo có người đi bộ cắt ngang qua đường, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.12'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.24'}]",Yes/No,,Sai,train_6_32.jpg
train_369,train_6_16,"Xe ô tô đi trên đường nếu thấy biển báo trong ảnh có thể tiếp tục đi tiếp, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.3'}]",Yes/No,,Sai,train_6_16.jpg
train_370,train_6_50,"Người lái xe có thể tạm dừng trên đoạn đường có gắn biển trong ảnh để trả khách hoặc bưng dỡ đồ nhưng không được phép đỗ xe trên đoạn đường đó, đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Yes/No,,Đúng,train_6_50.jpg
train_371,train_6_33,Xe máy được đi trên làn nào trên đoạn đường trong ảnh?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.14'}]",Multiple choice,"{'A': 'Làn đường bên trái', 'B': 'Làn đường ở giữa.', 'C': 'Làn đường bên phải.', 'D': 'Xe máy không được đi trên đoạn đường trên.'}",C,train_6_33.jpg
train_372,train_6_4,Người lái xe mà thấy biển báo trong ảnh nếu muốn đến Hồng Quỳnh thì phải đi hướng nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': 'Đi thẳng.', 'B': 'Rẽ phải.', 'C': 'Quay lại.', 'D': 'Rẽ trái.'}",D,train_6_4.jpg
train_373,train_6_25,Trong một đoạn đường hai chiều nếu mỗi chiều gán 1 biển trên ảnh thì tình huống nào sau đây vi phạm pháp luật?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Multiple choice,"{'A': 'Xe đỗ bên đường có biển bên trái vào ngày lẻ', 'B': 'Xe đỗ bên đường có biển bên trái vào ngày chẵn', 'C': 'Xe tạm dừng bên đường có biển bên phải vào ngày chẵn', 'D': 'Xe tạm dừng bên đường có biển bên trái vào ngày chẵn'}",A,train_6_25.jpg
train_374,train_6_20,Biển trong ảnh báo hiệu điều gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.6'}]",Multiple choice,"{'A': 'Đường giao nhau.', 'B': 'Giao nhau chạy theo vòng xuyến.', 'C': 'Giao nhau với đường không ưu tiên.', 'D': 'Giao nhau với đường ưu tiên.'}",B,train_6_20.jpg
train_375,train_6_6,Biển trong ảnh để làm gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.1'}]",Multiple choice,"{'A': 'Để báo các xe (cơ giới và thô sơ) dừng lại.', 'B': 'Để báo đường cấm các loại phương tiện đi lại cả hai hướng.', 'C': 'Để báo đường cấm các loại xe (cơ giới và thô sơ) đi vào theo chiều đặt biển.', 'D': 'Để báo nơi cấm dừng xe và đỗ xe.'}",A,train_6_6.jpg
train_376,train_6_9,Khi thấy biển nào trong các biển cấm sau đây thì xe máy các loại không được đi vào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.1'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.3'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.4'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.37'}]",Multiple choice,"{'A': 'Biển cấm đường.', 'B': 'Biển cấm đi ngược chiều.', 'C': 'Biển cấm xe máy.', 'D': 'Cả 3 biển cấm được nêu trên.'}",D,train_6_9.jpg
